Date,Open,High,Low,Close,Adj Close,Volume
2011-12-22,175.089996,179.669998,174.210007,179.029999,179.029999,4694900
2011-12-23,179.220001,179.679993,175.600006,177.279999,177.279999,3496500
2011-12-27,177.729996,178.589996,176.160004,176.270004,176.270004,2950900
2011-12-28,176.389999,176.649994,172.279999,173.889999,173.889999,3659500
2011-12-29,169.619995,174.550003,166.970001,173.860001,173.860001,8209300
2011-12-30,173.360001,175.169998,172.490005,173.100006,173.100006,4279800
2012-01-03,175.889999,179.479996,175.550003,179.029999,179.029999,5110800
2012-01-04,179.210007,180.500000,176.070007,177.509995,177.509995,4205200
2012-01-05,175.940002,178.250000,174.050003,177.610001,177.610001,3809100
2012-01-06,178.070007,184.649994,177.500000,182.610001,182.610001,7008400
2012-01-09,182.759995,184.369995,177.000000,178.559998,178.559998,5056900
2012-01-10,181.100006,182.399994,177.100006,179.339996,179.339996,3985800
2012-01-11,179.639999,180.770004,178.190002,178.899994,178.899994,3102700
2012-01-12,179.419998,179.490005,175.750000,175.929993,175.929993,5385800
2012-01-13,175.809998,178.800003,173.500000,178.419998,178.419998,4753500
2012-01-17,180.149994,183.300003,178.509995,181.660004,181.660004,5644500
2012-01-18,181.940002,190.250000,181.119995,189.440002,189.440002,7473500
2012-01-19,190.880005,195.940002,190.360001,194.449997,194.449997,7096000
2012-01-20,190.710007,192.899994,189.039993,190.929993,190.929993,5610300
2012-01-23,190.789993,191.729996,185.229996,186.089996,186.089996,4585300
2012-01-24,185.000000,188.410004,183.820007,187.000000,187.000000,4673800
2012-01-25,186.990005,188.169998,184.610001,187.800003,187.800003,4306400
2012-01-26,189.300003,194.850006,188.729996,193.320007,193.320007,5873600
2012-01-27,193.089996,196.500000,192.330002,195.369995,195.369995,4659000
2012-01-30,193.679993,195.000000,190.130005,192.149994,192.149994,5424100
2012-01-31,194.000000,195.630005,189.699997,194.440002,194.440002,12772200
2012-02-01,173.809998,179.949997,172.000000,179.460007,179.460007,21336600
2012-02-02,179.649994,181.940002,176.800003,181.720001,181.720001,8736300
2012-02-03,182.830002,187.899994,181.889999,187.679993,187.679993,8120500
2012-02-06,186.279999,186.559998,182.919998,183.139999,183.139999,5310000
2012-02-07,182.649994,184.940002,182.059998,184.190002,184.190002,5103900
2012-02-08,184.949997,186.490005,182.910004,185.479996,185.479996,5476600
2012-02-09,184.500000,185.690002,181.759995,184.979996,184.979996,7189200
2012-02-10,183.419998,187.630005,182.520004,185.539993,185.539993,5797100
2012-02-13,187.169998,192.500000,185.679993,191.589996,191.589996,6071400
2012-02-14,191.080002,193.570007,186.100006,191.300003,191.300003,9527100
2012-02-15,191.289993,191.539993,183.259995,184.470001,184.470001,7794400
2012-02-16,177.789993,181.679993,175.139999,179.929993,179.929993,12563800
2012-02-17,180.089996,183.410004,179.360001,182.500000,182.500000,7418100
2012-02-21,182.649994,184.750000,180.580002,182.259995,182.259995,6756500
2012-02-22,181.949997,182.990005,180.289993,180.580002,180.580002,5785400
2012-02-23,179.639999,180.750000,176.960007,178.889999,178.889999,5153800
2012-02-24,179.699997,180.740005,178.369995,179.130005,179.130005,3668700
2012-02-27,177.539993,179.190002,176.500000,178.529999,178.529999,3706200
2012-02-28,178.899994,184.289993,177.949997,183.800003,183.800003,5764500
2012-02-29,183.889999,184.000000,179.009995,179.690002,179.690002,5300300
2012-03-01,179.889999,180.490005,176.580002,180.039993,180.039993,4936000
2012-03-02,179.479996,181.839996,178.919998,179.300003,179.300003,3657800
2012-03-05,179.000000,181.820007,178.179993,180.259995,180.259995,4682700
2012-03-06,178.679993,183.500000,178.039993,181.089996,181.089996,5612200
2012-03-07,182.649994,185.500000,182.399994,183.770004,183.770004,4951500
2012-03-08,184.169998,188.380005,183.800003,187.639999,187.639999,4221500
2012-03-09,186.789993,187.199997,183.440002,184.320007,184.320007,4510600
2012-03-12,184.130005,185.399994,182.199997,183.389999,183.389999,2587600
2012-03-13,183.919998,184.869995,180.770004,184.589996,184.589996,4405800
2012-03-14,183.649994,184.320007,181.139999,182.259995,182.259995,3699700
2012-03-15,182.020004,184.429993,180.300003,184.429993,184.429993,4160100
2012-03-16,183.279999,185.679993,182.350006,185.050003,185.050003,4934000
2012-03-19,183.449997,186.679993,183.000000,185.520004,185.520004,3903400
2012-03-20,184.880005,194.410004,182.880005,192.330002,192.330002,9165400
2012-03-21,192.500000,194.279999,191.259995,191.729996,191.729996,4214400
2012-03-22,190.539993,194.059998,190.259995,192.399994,192.399994,3739600
2012-03-23,192.009995,196.199997,191.800003,195.039993,195.039993,5984000
2012-03-26,196.479996,202.970001,195.500000,202.869995,202.869995,7613700
2012-03-27,203.589996,209.850006,202.880005,205.440002,205.440002,9600800
2012-03-28,206.139999,207.000000,200.309998,201.160004,201.160004,6245000
2012-03-29,201.279999,205.309998,200.630005,204.610001,204.610001,5711200
2012-03-30,205.020004,206.850006,201.869995,202.509995,202.509995,4438100
2012-04-02,198.020004,199.899994,197.000000,198.050003,198.050003,6430300
2012-04-03,198.240005,202.389999,197.500000,199.660004,199.660004,5000700
2012-04-04,196.949997,197.679993,192.360001,193.990005,193.990005,5456900
2012-04-05,193.550003,196.029999,193.550003,194.389999,194.389999,3217500
2012-04-09,192.020004,194.199997,190.500000,191.869995,191.869995,3135900
2012-04-10,192.750000,193.520004,186.570007,186.979996,186.979996,4455000
2012-04-11,189.630005,191.970001,186.789993,187.970001,187.970001,4337800
2012-04-12,188.059998,192.259995,185.610001,190.690002,190.690002,4027900
2012-04-13,189.899994,189.940002,186.259995,188.460007,188.460007,3431800
2012-04-16,189.009995,189.470001,183.649994,185.500000,185.500000,4044300
2012-04-17,187.210007,190.039993,186.869995,188.389999,188.389999,2829200
2012-04-18,188.820007,193.449997,188.740005,191.070007,191.070007,4001900
2012-04-19,192.929993,194.550003,189.750000,191.100006,191.100006,4002400
2012-04-20,192.339996,193.479996,189.800003,189.979996,189.979996,3243600
2012-04-23,188.990005,188.990005,185.509995,188.240005,188.240005,3481000
2012-04-24,188.679993,190.699997,186.509995,190.330002,190.330002,3376300
2012-04-25,191.669998,194.800003,191.600006,194.419998,194.419998,3955100
2012-04-26,193.570007,196.360001,193.020004,195.990005,195.990005,10234000
2012-04-27,224.830002,228.690002,220.220001,226.850006,226.850006,22116900
2012-04-30,223.949997,233.839996,223.050003,231.899994,231.899994,9756900
2012-05-01,229.399994,232.970001,228.399994,230.039993,230.039993,6754900
2012-05-02,227.820007,231.440002,227.399994,230.250000,230.250000,4593400
2012-05-03,229.740005,232.529999,228.029999,229.449997,229.449997,4055500
2012-05-04,227.800003,229.720001,223.740005,223.990005,223.990005,4585200
2012-05-07,222.360001,226.869995,222.289993,225.160004,225.160004,3314300
2012-05-08,223.149994,225.389999,218.199997,223.899994,223.899994,4522400
2012-05-09,220.589996,225.779999,220.160004,222.979996,222.979996,3712000
2012-05-10,223.910004,229.080002,221.949997,226.690002,226.690002,4648400
2012-05-11,225.949997,230.679993,225.729996,227.679993,227.679993,4193600
2012-05-14,225.600006,227.289993,222.509995,222.929993,222.929993,3096600
2012-05-15,226.500000,230.610001,223.000000,224.389999,224.389999,5713700
2012-05-16,225.000000,228.000000,222.500000,224.059998,224.059998,5261800
2012-05-17,225.050003,226.000000,218.089996,218.360001,218.360001,4505500
2012-05-18,219.410004,219.630005,212.809998,213.850006,213.850006,5231700
2012-05-21,214.029999,219.979996,212.820007,218.110001,218.110001,3579800
2012-05-22,218.309998,218.869995,213.960007,215.330002,215.330002,3733100
2012-05-23,214.710007,217.550003,211.179993,217.279999,217.279999,4243800
2012-05-24,216.979996,217.660004,212.699997,215.240005,215.240005,3141100
2012-05-25,214.990005,215.979996,212.220001,212.889999,212.889999,2171400
2012-05-29,214.300003,216.550003,212.289993,214.750000,214.750000,2693900
2012-05-30,212.139999,212.979996,207.750000,209.229996,209.229996,4078200
2012-05-31,209.479996,213.789993,207.110001,212.910004,212.910004,4944000
2012-06-01,208.440002,211.229996,207.300003,208.220001,208.220001,3951500
2012-06-04,207.399994,215.350006,206.369995,214.570007,214.570007,4299600
2012-06-05,213.850006,216.860001,211.160004,213.210007,213.210007,3543900
2012-06-06,214.630005,218.399994,214.520004,217.639999,217.639999,2710100
2012-06-07,219.649994,221.490005,218.110001,218.800003,218.800003,3503900
2012-06-08,218.610001,219.419998,216.660004,218.479996,218.479996,2877000
2012-06-11,217.490005,220.869995,215.199997,216.500000,216.500000,3749100
2012-06-12,217.649994,218.000000,214.520004,216.419998,216.419998,2833300
2012-06-13,215.520004,217.380005,213.520004,214.729996,214.729996,2325200
2012-06-14,215.259995,216.500000,212.559998,214.449997,214.449997,3060900
2012-06-15,215.289993,219.330002,214.460007,218.350006,218.350006,3785200
2012-06-18,217.279999,223.759995,216.729996,222.660004,222.660004,3369600
2012-06-19,223.259995,225.199997,221.660004,224.029999,224.029999,2716600
2012-06-20,224.509995,224.740005,220.839996,223.020004,223.020004,2444400
2012-06-21,223.839996,226.029999,220.520004,220.570007,220.570007,2843000
2012-06-22,221.830002,222.509995,219.350006,222.160004,222.160004,2187500
2012-06-25,220.300003,221.589996,218.000000,220.070007,220.070007,2382300
2012-06-26,221.449997,226.389999,221.449997,225.610001,225.610001,3754100
2012-06-27,225.009995,227.500000,223.300003,225.619995,225.619995,2799200
2012-06-28,223.919998,224.619995,218.750000,221.309998,221.309998,2994800
2012-06-29,224.699997,228.350006,223.710007,228.350006,228.350006,3614400
2012-07-02,229.300003,229.339996,226.339996,229.320007,229.320007,2330700
2012-07-03,229.139999,229.529999,227.589996,229.529999,229.529999,1331700
2012-07-05,228.619995,230.500000,226.529999,227.059998,227.059998,2682300
2012-07-06,226.350006,228.899994,224.179993,225.050003,225.050003,3203200
2012-07-09,225.000000,226.000000,223.449997,225.050003,225.050003,1922000
2012-07-10,226.250000,227.139999,218.279999,219.500000,219.500000,2982100
2012-07-11,218.949997,221.740005,215.339996,218.369995,218.369995,2734700
2012-07-12,216.610001,217.300003,212.610001,215.360001,215.360001,2616200
2012-07-13,215.630005,219.309998,213.880005,218.389999,218.389999,2221900
